"PAG_NAME","ITM_NAME","CDL_NAME","CODE","DECODE","LAST_UPDATE"
"PECN","CN12RSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PECN","CN12RSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PECN","CN1RSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PECN","CN1RSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PECN","CN1RSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PECN","CN1RSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PECN","CN2RSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PECN","CN2RSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PECN","CN2RSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PECN","CN2RSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PECN","CN346RSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PECN","CN346RSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PECN","CN346RSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PECN","CN346RSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PECN","CN5RSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PECN","CN5RSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PECN","CN5RSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PECN","CN5RSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PECN","CN7RSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PECN","CN7RSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PECN","CN7RSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PECN","CN7RSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PECN","CN8RSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PECN","CN8RSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PECN","CN8RSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PECN","CN8RSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PECN","CN910RSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PECN","CN910RSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PECN","CN910RSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PECN","CN910RSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","COFNLRSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PENEURO","COFNLRSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PENEURO","COFNLRSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PENEURO","COFNLRSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","COFNRRSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PENEURO","COFNRRSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PENEURO","COFNRRSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PENEURO","COFNRRSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","COHSLRSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PENEURO","COHSLRSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PENEURO","COHSLRSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PENEURO","COHSLRSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","COHSRRSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PENEURO","COHSRRSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PENEURO","COHSRRSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PENEURO","COHSRRSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","MSLARSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PENEURO","MSLARSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PENEURO","MSLARSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PENEURO","MSLARSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","MSLLRSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PENEURO","MSLLRSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PENEURO","MSLLRSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PENEURO","MSLLRSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","MSRARSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PENEURO","MSRARSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PENEURO","MSRARSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PENEURO","MSRARSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","MSRLRSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PENEURO","MSRLRSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PENEURO","MSRLRSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PENEURO","MSRLRSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","PLRLRSP","PLANTAR","0","Flexor","2010-12-06 07:13:10.0"
"PENEURO","PLRLRSP","PLANTAR","1","Extensor","2010-12-06 07:13:10.0"
"PENEURO","PLRLRSP","PLANTAR","2","Indeterminate","2010-12-06 07:13:10.0"
"PENEURO","PLRLRSP","PLANTAR","3","Not tested","2010-12-06 07:13:10.0"
"PENEURO","PLRLRSP","PLANTAR","4","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","PLRRRSP","PLANTAR","0","Flexor","2010-12-06 07:13:10.0"
"PENEURO","PLRRRSP","PLANTAR","1","Extensor","2010-12-06 07:13:10.0"
"PENEURO","PLRRRSP","PLANTAR","2","Indeterminate","2010-12-06 07:13:10.0"
"PENEURO","PLRRRSP","PLANTAR","3","Not tested","2010-12-06 07:13:10.0"
"PENEURO","PLRRRSP","PLANTAR","4","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","RFLLARSP","REFLEX","0","Absent","2010-12-06 07:13:10.0"
"PENEURO","RFLLARSP","REFLEX","1","Hypoactive","2010-12-06 07:13:10.0"
"PENEURO","RFLLARSP","REFLEX","2","Normal","2010-12-06 07:13:10.0"
"PENEURO","RFLLARSP","REFLEX","3","Hyperactive, no clonus","2010-12-06 07:13:10.0"
"PENEURO","RFLLARSP","REFLEX","4","Hyperactive, clonus","2010-12-06 07:13:10.0"
"PENEURO","RFLLARSP","REFLEX","5","Not tested","2010-12-06 07:13:10.0"
"PENEURO","RFLLARSP","REFLEX","6","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","RFLLLRSP","REFLEX","0","Absent","2010-12-06 07:13:10.0"
"PENEURO","RFLLLRSP","REFLEX","1","Hypoactive","2010-12-06 07:13:10.0"
"PENEURO","RFLLLRSP","REFLEX","2","Normal","2010-12-06 07:13:10.0"
"PENEURO","RFLLLRSP","REFLEX","3","Hyperactive, no clonus","2010-12-06 07:13:10.0"
"PENEURO","RFLLLRSP","REFLEX","4","Hyperactive, clonus","2010-12-06 07:13:10.0"
"PENEURO","RFLLLRSP","REFLEX","5","Not tested","2010-12-06 07:13:10.0"
"PENEURO","RFLLLRSP","REFLEX","6","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","RFLRARSP","REFLEX","0","Absent","2010-12-06 07:13:10.0"
"PENEURO","RFLRARSP","REFLEX","1","Hypoactive","2010-12-06 07:13:10.0"
"PENEURO","RFLRARSP","REFLEX","2","Normal","2010-12-06 07:13:10.0"
"PENEURO","RFLRARSP","REFLEX","3","Hyperactive, no clonus","2010-12-06 07:13:10.0"
"PENEURO","RFLRARSP","REFLEX","4","Hyperactive, clonus","2010-12-06 07:13:10.0"
"PENEURO","RFLRARSP","REFLEX","5","Not tested","2010-12-06 07:13:10.0"
"PENEURO","RFLRARSP","REFLEX","6","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","RFLRLRSP","REFLEX","0","Absent","2010-12-06 07:13:10.0"
"PENEURO","RFLRLRSP","REFLEX","1","Hypoactive","2010-12-06 07:13:10.0"
"PENEURO","RFLRLRSP","REFLEX","2","Normal","2010-12-06 07:13:10.0"
"PENEURO","RFLRLRSP","REFLEX","3","Hyperactive, no clonus","2010-12-06 07:13:10.0"
"PENEURO","RFLRLRSP","REFLEX","4","Hyperactive, clonus","2010-12-06 07:13:10.0"
"PENEURO","RFLRLRSP","REFLEX","5","Not tested","2010-12-06 07:13:10.0"
"PENEURO","RFLRLRSP","REFLEX","6","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","SENLARSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PENEURO","SENLARSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PENEURO","SENLARSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PENEURO","SENLARSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","SENLLRSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PENEURO","SENLLRSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PENEURO","SENLLRSP","ABNORM","2","Not tested","2010-12-06 07:13:10.0"
"PENEURO","SENLLRSP","ABNORM","3","Unable to test","2010-12-06 07:13:10.0"
"PENEURO","SENRARSP","ABNORM","0","Normal","2010-12-06 07:13:10.0"
"PENEURO","SENRARSP","ABNORM","1","Abnormal","2010-12-06 07:13:10.0"
"PENEURO","SENRARSP","ABNORM","2","Not tested","2010-12-06 07:13:11.0"
"PENEURO","SENRARSP","ABNORM","3","Unable to test","2010-12-06 07:13:11.0"
"PENEURO","SENRLRSP","ABNORM","0","Normal","2010-12-06 07:13:11.0"
"PENEURO","SENRLRSP","ABNORM","1","Abnormal","2010-12-06 07:13:11.0"
"PENEURO","SENRLRSP","ABNORM","2","Not tested","2010-12-06 07:13:11.0"
"PENEURO","SENRLRSP","ABNORM","3","Unable to test","2010-12-06 07:13:11.0"
"PREGNANC","PREGPERF","YN","0","No","2010-12-06 07:13:11.0"
"PREGNANC","PREGPERF","YN","1","Yes","2010-12-06 07:13:11.0"
"ALL","EVENT_ID","EVENT_ID","X01","Transfer Event","2011-08-14 00:30:16.0"
"LUMBAR","LPSITE","LPSITE","0","L2-L3 Interspace","2011-07-31 00:30:19.0"
"PREGNANC","PREGRSLT","YN","0","No","2010-12-06 07:13:11.0"
"PREGNANC","PREGRSLT","YN","1","Yes","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","01","Idiopathic PD","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","02","Alzheimer's disease","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","03","Chromosome-17 frontotemporal dementia","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","04","Corticobasal degeneration","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","05","Dementia with Lewy bodies","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","06","Dopa-responsive dystonia","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","07","Essential tremor","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","08","Hemiparkinson/hemiatrophy syndrome","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","09","Juv. autosomal recessive parkinsonism","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","10","Motor neuron disease with parkinsonism","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","11","Multiple system atrophy","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","12","Neuroleptic-induced parkinsonism","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","13","Normal pressure hydrocephalus","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","14","Progressive supranuclear palsy","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","15","Psychogenic illness","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","16","Vascular parkinsonism","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","17","No PD nor other neurological disorder","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","18","Spinocerebellar Ataxia (SCA)","2010-12-06 07:13:11.0"
"PRIMDXPD","PRIMDIAG","PRIMDIAG","97","Other neurological disorder(s) (specify)","2010-12-06 07:13:11.0"
"QUIPCS","CNTRLBUY","YN","0","No","2010-12-06 07:13:11.0"
"QUIPCS","CNTRLBUY","YN","1","Yes","2010-12-06 07:13:11.0"
"DATSCAN","SCNLOC","SCNLOC","1","Site","2011-07-08 11:26:13.0"
"DATSCAN","SCNINJCT","SCNINJCT","2","Beta-CIT","2011-07-08 11:26:13.0"
"QUIPCS","CNTRLEAT","YN","0","No","2010-12-06 07:13:11.0"
"QUIPCS","CNTRLEAT","YN","1","Yes","2010-12-06 07:13:11.0"
"QUIPCS","CNTRLGMB","YN","0","No","2010-12-06 07:13:11.0"
"QUIPCS","CNTRLGMB","YN","1","Yes","2010-12-06 07:13:11.0"
"QUIPCS","CNTRLSEX","YN","0","No","2010-12-06 07:13:11.0"
"QUIPCS","CNTRLSEX","YN","1","Yes","2010-12-06 07:13:11.0"
"QUIPCS","PTINBOTH","PTINBOTH","1","Patient","2010-12-06 07:13:11.0"
"QUIPCS","PTINBOTH","PTINBOTH","2","Informant","2010-12-06 07:13:11.0"
"QUIPCS","PTINBOTH","PTINBOTH","3","Patient and Informant","2010-12-06 07:13:11.0"
"QUIPCS","TMBUY","YN","0","No","2010-12-06 07:13:11.0"
"QUIPCS","TMBUY","YN","1","Yes","2010-12-06 07:13:11.0"
"DATSCAN","SCNINJCT","SCNINJCT","1","DaTSCAN","2011-07-08 11:26:13.0"
"ALL","EVENT_ID","EVENT_ID","U06","Unscheduled Visit 06","2011-03-07 13:16:51.0"
"QUIPCS","TMEAT","YN","0","No","2010-12-06 07:13:11.0"
"QUIPCS","TMEAT","YN","1","Yes","2010-12-06 07:13:11.0"
"QUIPCS","TMGAMBLE","YN","0","No","2010-12-06 07:13:11.0"
"QUIPCS","TMGAMBLE","YN","1","Yes","2010-12-06 07:13:11.0"
"QUIPCS","TMSEX","YN","0","No","2010-12-06 07:13:11.0"
"QUIPCS","TMSEX","YN","1","Yes","2010-12-06 07:13:11.0"
"QUIPCS","TMTMTACT","YN","0","No","2010-12-06 07:13:11.0"
"QUIPCS","TMTMTACT","YN","1","Yes","2010-12-06 07:13:11.0"
"QUIPCS","TMTORACT","YN","0","No","2010-12-06 07:13:11.0"
"QUIPCS","TMTORACT","YN","1","Yes","2010-12-06 07:13:11.0"
"QUIPCS","TMTRWD","YN","0","No","2010-12-06 07:13:11.0"
"QUIPCS","TMTRWD","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","BRNINFM","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","BRNINFM","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","CNSOTH","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","CNSOTH","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","DEPRS","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","DEPRS","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","DRMAGRAC","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","DRMAGRAC","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","DRMFIGHT","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","DRMFIGHT","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","DRMNOCTB","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","DRMNOCTB","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","DRMOBJFL","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","DRMOBJFL","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","DRMREMEM","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","DRMREMEM","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","DRMUMV","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","DRMUMV","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","DRMVERBL","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","DRMVERBL","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","DRMVIVID","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","DRMVIVID","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","EPILEPSY","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","EPILEPSY","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","HETRA","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","HETRA","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","MVAWAKEN","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","MVAWAKEN","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","NARCLPSY","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","NARCLPSY","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","PARKISM","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","PARKISM","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","PTCGBOTH","PTCGBOTH","1","Patient","2010-12-06 07:13:11.0"
"REMSLEEP","PTCGBOTH","PTCGBOTH","2","Caregiver","2010-12-06 07:13:11.0"
"REMSLEEP","PTCGBOTH","PTCGBOTH","3","Patient and Caregiver","2010-12-06 07:13:11.0"
"REMSLEEP","RLS","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","RLS","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","SLPDSTRB","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","SLPDSTRB","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","SLPINJUR","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","SLPINJUR","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","SLPLMBMV","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","SLPLMBMV","YN","1","Yes","2010-12-06 07:13:11.0"
"REMSLEEP","STROKE","YN","0","No","2010-12-06 07:13:11.0"
"REMSLEEP","STROKE","YN","1","Yes","2010-12-06 07:13:11.0"
"SCOPAAUT","PTCGBOTH","PTCGBOTH","1","Patient","2010-12-06 07:13:11.0"
"SCOPAAUT","PTCGBOTH","PTCGBOTH","2","Caregiver","2010-12-06 07:13:11.0"
"SCOPAAUT","PTCGBOTH","PTCGBOTH","3","Patient and Caregiver","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU1","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU1","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU1","SCOPA","3","often","2012-01-09 08:45:02.0"
"DIAGFEAT","DFAXRIG","YN","0","No","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU10","SCOPACAT","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU10","SCOPACAT","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU10","SCOPACAT","3","often","2012-01-09 08:45:02.0"
"DIAGFEAT","DFATYP","YN","1","Yes","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU10","SCOPACAT","9","use catheter","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU11","SCOPACAT","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU11","SCOPACAT","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU11","SCOPACAT","3","often","2012-01-09 08:45:02.0"
"DIAGFEAT","DFATYP","YN","0","No","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU11","SCOPACAT","9","use catheter","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU12","SCOPACAT","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU12","SCOPACAT","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU12","SCOPACAT","3","often","2012-01-09 08:45:02.0"
"DIAGFEAT","DFAKINES","YN","1","Yes","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU12","SCOPACAT","9","use catheter","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU13","SCOPACAT","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU13","SCOPACAT","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU13","SCOPACAT","3","often","2012-01-09 08:45:02.0"
"DIAGFEAT","DFAKINES","YN","0","No","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU13","SCOPACAT","9","use catheter","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU14","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU14","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU14","SCOPA","3","often","2012-01-09 08:45:02.0"
"DIAGFEAT","DFAGESX","YN","1","Yes","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU15","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU15","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU15","SCOPA","3","often","2012-01-09 08:45:02.0"
"DIAGFEAT","DFAGESX","YN","0","No","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU16","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU16","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU16","SCOPA","3","often","2012-01-09 08:45:02.0"
"DATSCAN","VSINTRPT","VSINTRPT","2","Not consistent with evidence","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU17","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU17","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU17","SCOPA","3","often","2012-01-09 08:45:02.0"
"DATSCAN","VSINTRPT","VSINTRPT","1","Consistent with evidence","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU18","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU18","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU18","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","RVWNPSY","YN","1","Yes","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU19","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU19","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU19","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","RVWNPSY","YN","0","No","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU2","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU2","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU2","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","PTCGBOTH","PTCGBOTH","3","Patient and Caregiver","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU20","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU20","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU20","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","PTCGBOTH","PTCGBOTH","2","Caregiver","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU21","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU21","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU21","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","PTCGBOTH","PTCGBOTH","1","Patient","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU22","SCOPANA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU22","SCOPANA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU22","SCOPANA","3","often","2012-01-09 08:45:02.0"
"COGCATG","FNCDTCOG","YN","1","Yes","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU22","SCOPANA","9","not applicable","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU23","SCOPANA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU23","SCOPANA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU23","SCOPANA","3","often","2012-01-09 08:45:02.0"
"COGCATG","FNCDTCOG","YN","0","No","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU23","SCOPANA","9","not applicable","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU23A","YN","0","No","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU23A","YN","1","Yes","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU24","SCOPANA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU24","SCOPANA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU24","SCOPANA","3","often","2012-01-09 08:45:02.0"
"COGCATG","COGSTATE","COGSTATE","3","Dementia (PDD)","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU24","SCOPANA","9","not applicable","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU25","SCOPANA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU25","SCOPANA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU25","SCOPANA","3","often","2012-01-09 08:45:02.0"
"COGCATG","COGSTATE","COGSTATE","2","Mild Cognitive Impairment (PD-MCI)","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU25","SCOPANA","9","not applicable","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26A","YN","0","No","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26A","YN","1","Yes","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26B","YN","0","No","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26B","YN","1","Yes","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26C","YN","0","No","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26C","YN","1","Yes","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26D","YN","0","No","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26D","YN","1","Yes","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU3","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU3","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU3","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","COGSTATE","COGSTATE","1","Normal Cognition (PD-NC)","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU4","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
